Region	Month	For-Sale Property Type	Average Monthly Rent	Average Rent YoY	Monthly mortgage, 5% down	Monthly mortgage, 5% down YoY	Monthly mortgage, 20% down	Monthly mortgage, 20% down YoY	Median sale price	Median sale price YoY
San Francisco, CA	March 2022	Single Family Residential	$3,584	14.6%	$9,390	28.4%	$7,907	28.4%	$2,028,500	12.2%
San Francisco, CA	March 2022	Townhouse	$3,584	14.6%	$6,076	8.4%	$5,116	8.4%	$1,312,500	-5.2%
San Francisco, CA	April 2022	All Residential	$3,698	15.9%	$8,421	38.2%	$7,091	38.2%	$1,655,000	9.6%
San Francisco, CA	April 2022	Condo/Co-op	$3,698	15.9%	$6,223	40.2%	$5,240	40.2%	$1,223,000	11.2%
San Francisco, CA	April 2022	Multi-Family (2-4 Unit)	$3,698	15.9%	$11,194	46.9%	$9,427	46.9%	$2,200,000	16.6%
San Francisco, CA	April 2022	Single Family Residential	$3,698	15.9%	$10,825	45.0%	$9,116	45.0%	$2,127,500	15.0%
San Francisco, CA	April 2022	Townhouse	$3,698	15.9%	$7,024	32.8%	$5,915	32.8%	$1,380,444	5.4%
San Francisco, CA	May 2022	All Residential	$3,752	16.6%	$8,479	38.4%	$7,141	38.4%	$1,620,000	5.3%
San Francisco, CA	May 2022	Condo/Co-op	$3,752	16.6%	$5,758	34.4%	$4,848	34.4%	$1,100,000	2.3%
San Francisco, CA	May 2022	Multi-Family (2-4 Unit)	$3,752	16.6%	$10,102	34.7%	$8,507	34.7%	$1,930,000	2.5%
San Francisco, CA	May 2022	Single Family Residential	$3,752	16.6%	$10,589	39.9%	$8,917	39.9%	$2,023,000	6.5%
San Francisco, CA	May 2022	Townhouse	$3,752	16.6%	$7,328	33.0%	$6,171	33.0%	$1,400,000	1.3%
San Francisco, CA	June 2022	All Residential	$3,812	13.9%	$8,547	34.6%	$7,197	34.6%	$1,581,000	-0.5%
San Francisco, CA	June 2022	Condo/Co-op	$3,812	13.9%	$6,038	37.4%	$5,085	37.4%	$1,117,000	1.5%
San Francisco, CA	June 2022	Multi-Family (2-4 Unit)	$3,812	13.9%	$11,352	50.4%	$9,560	50.4%	$2,100,000	11.1%
San Francisco, CA	June 2022	Single Family Residential	$3,812	13.9%	$10,393	30.1%	$8,752	30.1%	$1,922,500	-3.9%
San Francisco, CA	June 2022	Townhouse	$3,812	13.9%	$7,656	34.0%	$6,447	34.0%	$1,416,195	-1.0%
San Jose, CA	February 2021	All Residential	$3,013		$4,690		$3,950		$1,200,000	6.6%
San Jose, CA	February 2021	Condo/Co-op	$3,013		$2,822		$2,376		$722,000	4.6%
San Jose, CA	February 2021	Multi-Family (2-4 Unit)	$3,013		$5,081		$4,279		$1,300,000	-28.9%
San Jose, CA	February 2021	Single Family Residential	$3,013		$5,472		$4,608		$1,400,000	7.7%
San Jose, CA	February 2021	Townhouse	$3,013		$4,299		$3,621		$1,100,000	19.8%
San Jose, CA	March 2021	All Residential	$3,049		$5,361		$4,515		$1,325,000	10.4%
San Jose, CA	March 2021	Condo/Co-op	$3,049		$3,023		$2,545		$747,000	3.8%
San Jose, CA	March 2021	Multi-Family (2-4 Unit)	$3,049		$6,727		$5,665		$1,662,500	7.3%
San Jose, CA	March 2021	Single Family Residential	$3,049		$6,171		$5,196		$1,525,000	12.1%
San Jose, CA	March 2021	Townhouse	$3,049		$4,451		$3,748		$1,100,000	24.3%
San Jose, CA	April 2021	All Residential	$3,057		$5,449		$4,588		$1,350,000	12.5%
San Jose, CA	April 2021	Condo/Co-op	$3,057		$2,926		$2,464		$725,000	6.2%
San Jose, CA	April 2021	Multi-Family (2-4 Unit)	$3,057		$6,756		$5,690		$1,674,000	41.9%
San Jose, CA	April 2021	Single Family Residential	$3,057		$6,282		$5,290		$1,556,500	15.9%
San Jose, CA	April 2021	Townhouse	$3,057		$4,359		$3,671		$1,080,000	5.1%
San Jose, CA	May 2021	All Residential	$3,103		$5,459		$4,597		$1,370,000	14.6%
San Jose, CA	May 2021	Condo/Co-op	$3,103		$2,849		$2,399		$715,000	1.9%
San Jose, CA	May 2021	Multi-Family (2-4 Unit)	$3,103		$6,017		$5,067		$1,510,000	3.9%
San Jose, CA	May 2021	Single Family Residential	$3,103		$6,282		$5,290		$1,576,500	20.3%
San Jose, CA	May 2021	Townhouse	$3,103		$4,563		$3,842		$1,145,000	13.4%
San Jose, CA	June 2021	All Residential	$3,181		$5,593		$4,710		$1,400,000	19.5%
San Jose, CA	June 2021	Condo/Co-op	$3,181		$2,994		$2,521		$749,500	4.4%
San Jose, CA	June 2021	Multi-Family (2-4 Unit)	$3,181		$5,923		$4,987		$1,482,500	-11.2%
San Jose, CA	June 2021	Single Family Residential	$3,181		$6,684		$5,628		$1,673,000	25.6%
San Jose, CA	June 2021	Townhouse	$3,181		$4,594		$3,869		$1,150,000	23.0%
San Jose, CA	July 2021	All Residential	$3,256		$5,377		$4,528		$1,365,000	14.6%
San Jose, CA	July 2021	Condo/Co-op	$3,256		$2,922		$2,460		$741,750	2.3%
San Jose, CA	July 2021	Multi-Family (2-4 Unit)	$3,256		$6,669		$5,616		$1,693,000	27.8%
San Jose, CA	July 2021	Single Family Residential	$3,256		$6,302		$5,307		$1,600,000	21.3%
San Jose, CA	July 2021	Townhouse	$3,256		$4,284		$3,607		$1,087,500	11.5%
San Jose, CA	August 2021	All Residential	$3,296		$5,297		$4,461		$1,350,000	10.5%
San Jose, CA	August 2021	Condo/Co-op	$3,296		$2,815		$2,371		$717,500	0.3%
San Jose, CA	August 2021	Multi-Family (2-4 Unit)	$3,296		$6,513		$5,485		$1,660,000	14.5%
San Jose, CA	August 2021	Single Family Residential	$3,296		$6,160		$5,188		$1,570,000	15.9%
San Jose, CA	August 2021	Townhouse	$3,296		$4,512		$3,800		$1,150,000	20.0%
San Jose, CA	September 2021	All Residential	$3,392		$5,259		$4,429		$1,330,000	11.8%
San Jose, CA	September 2021	Condo/Co-op	$3,392		$2,807		$2,364		$710,000	0.7%
San Jose, CA	September 2021	Multi-Family (2-4 Unit)	$3,392		$6,246		$5,259		$1,579,500	11.1%
San Jose, CA	September 2021	Single Family Residential	$3,392		$6,129		$5,161		$1,550,000	14.8%
San Jose, CA	September 2021	Townhouse	$3,392		$4,310		$3,630		$1,090,000	13.0%
San Jose, CA	October 2021	All Residential	$3,332		$5,552		$4,675		$1,373,750	10.6%
San Jose, CA	October 2021	Condo/Co-op	$3,332		$3,031		$2,552		$750,000	5.6%
San Jose, CA	October 2021	Multi-Family (2-4 Unit)	$3,332		$6,870		$5,785		$1,700,000	5.3%
San Jose, CA	October 2021	Single Family Residential	$3,332		$6,304		$5,309		$1,560,000	11.4%
San Jose, CA	October 2021	Townhouse	$3,332		$4,769		$4,016		$1,180,000	14.0%
San Jose, CA	November 2021	All Residential	$3,296		$5,577		$4,696		$1,380,000	15.0%
San Jose, CA	November 2021	Condo/Co-op	$3,296		$3,031		$2,552		$750,000	13.9%
San Jose, CA	November 2021	Multi-Family (2-4 Unit)	$3,296		$6,260		$5,271		$1,549,000	9.5%
San Jose, CA	November 2021	Single Family Residential	$3,296		$6,466		$5,445		$1,600,000	21.2%
San Jose, CA	November 2021	Townhouse	$3,296		$4,546		$3,828		$1,125,000	11.7%
San Jose, CA	December 2021	All Residential	$3,300		$5,529		$4,656		$1,363,000	14.5%
San Jose, CA	December 2021	Condo/Co-op	$3,300		$3,116		$2,624		$768,000	12.2%
San Jose, CA	December 2021	Multi-Family (2-4 Unit)	$3,300		$5,882		$4,953		$1,450,000	-3.3%
San Jose, CA	December 2021	Single Family Residential	$3,300		$6,490		$5,465		$1,599,880	19.4%
San Jose, CA	December 2021	Townhouse	$3,300		$4,803		$4,045		$1,184,000	20.7%
San Jose, CA	January 2022	All Residential	$3,382		$5,744		$4,837		$1,355,000	12.0%
San Jose, CA	January 2022	Condo/Co-op	$3,382		$3,052		$2,570		$720,000	2.9%
San Jose, CA	January 2022	Multi-Family (2-4 Unit)	$3,382		$6,889		$5,801		$1,625,000	10.2%
San Jose, CA	January 2022	Single Family Residential	$3,382		$6,855		$5,773		$1,617,000	22.0%
San Jose, CA	January 2022	Townhouse	$3,382		$4,875		$4,106		$1,150,000	10.6%
San Jose, CA	February 2022	All Residential	$3,426	13.7%	$6,330	35.0%	$5,331	35.0%	$1,437,000	19.8%
San Jose, CA	February 2022	Condo/Co-op	$3,426	13.7%	$3,572	26.6%	$3,008	26.6%	$811,000	12.3%
San Jose, CA	February 2022	Multi-Family (2-4 Unit)	$3,426	13.7%	$7,132	40.4%	$6,006	40.4%	$1,619,000	24.5%
San Jose, CA	February 2022	Single Family Residential	$3,426	13.7%	$7,599	38.9%	$6,399	38.9%	$1,725,000	23.2%
San Jose, CA	February 2022	Townhouse	$3,426	13.7%	$5,726	33.2%	$4,822	33.2%	$1,300,000	18.2%
San Jose, CA	March 2022	All Residential	$3,475	14.0%	$7,198	34.3%	$6,062	34.3%	$1,555,000	17.4%
San Jose, CA	March 2022	Condo/Co-op	$3,475	14.0%	$3,784	25.2%	$3,187	25.2%	$817,500	9.4%
San Jose, CA	March 2022	Multi-Family (2-4 Unit)	$3,475	14.0%	$8,737	29.9%	$7,358	29.9%	$1,887,500	13.5%
San Jose, CA	March 2022	Single Family Residential	$3,475	14.0%	$8,585	39.1%	$7,229	39.1%	$1,854,500	21.6%
San Jose, CA	March 2022	Townhouse	$3,475	14.0%	$6,249	40.4%	$5,262	40.4%	$1,350,000	22.7%
San Jose, CA	April 2022	All Residential	$3,503	14.6%	$8,141	49.4%	$6,856	49.4%	$1,600,000	18.5%
San Jose, CA	April 2022	Condo/Co-op	$3,503	14.6%	$4,096	40.0%	$3,449	40.0%	$805,000	11.0%
San Jose, CA	April 2022	Multi-Family (2-4 Unit)	$3,503	14.6%	$8,276	22.5%	$6,969	22.5%	$1,626,500	-2.8%
San Jose, CA	April 2022	Single Family Residential	$3,503	14.6%	$9,540	51.9%	$8,034	51.9%	$1,875,000	20.5%
San Jose, CA	April 2022	Townhouse	$3,503	14.6%	$6,945	59.3%	$5,849	59.3%	$1,365,000	26.4%
San Jose, CA	May 2022	All Residential	$3,621	16.7%	$8,165	49.6%	$6,876	49.6%	$1,560,000	13.9%
San Jose, CA	May 2022	Condo/Co-op	$3,621	16.7%	$4,240	48.8%	$3,570	48.8%	$810,000	13.3%
San Jose, CA	May 2022	Multi-Family (2-4 Unit)	$3,621	16.7%	$10,468	74.0%	$8,815	74.0%	$2,000,000	32.5%
San Jose, CA	May 2022	Single Family Residential	$3,621	16.7%	$9,560	52.2%	$8,051	52.2%	$1,826,500	15.9%
San Jose, CA	May 2022	Townhouse	$3,621	16.7%	$7,066	54.9%	$5,950	54.9%	$1,350,000	17.9%
San Jose, CA	June 2022	All Residential	$3,663	15.2%	$8,109	45.0%	$6,829	45.0%	$1,500,000	7.1%
San Jose, CA	June 2022	Condo/Co-op	$3,663	15.2%	$4,195	40.1%	$3,533	40.1%	$776,000	3.5%
San Jose, CA	June 2022	Multi-Family (2-4 Unit)	$3,663	15.2%	$10,136	71.1%	$8,536	71.1%	$1,875,000	26.5%
San Jose, CA	June 2022	Single Family Residential	$3,663	15.2%	$9,460	41.5%	$7,967	41.5%	$1,750,000	4.6%
San Jose, CA	June 2022	Townhouse	$3,663	15.2%	$6,487	41.2%	$5,463	41.2%	$1,200,000	4.3%
Seattle, WA	February 2021	All Residential	$2,147		$2,541		$2,139		$650,000	13.1%
Seattle, WA	February 2021	Condo/Co-op	$2,147		$1,563		$1,317		$400,000	-5.9%
Seattle, WA	February 2021	Multi-Family (2-4 Unit)	$2,147		$3,127		$2,633		$800,000	5.4%
Seattle, WA	February 2021	Single Family Residential	$2,147		$2,847		$2,398		$728,500	18.5%
Seattle, WA	February 2021	Townhouse	$2,147		$2,462		$2,073		$629,950	5.3%
Seattle, WA	March 2021	All Residential	$2,182		$2,828		$2,382		$699,000	19.0%
Seattle, WA	March 2021	Condo/Co-op	$2,182		$1,687		$1,421		$417,000	-4.1%
Seattle, WA	March 2021	Multi-Family (2-4 Unit)	$2,182		$3,500		$2,947		$864,990	18.9%
Seattle, WA	March 2021	Single Family Residential	$2,182		$3,136		$2,641		$775,000	21.7%
Seattle, WA	March 2021	Townhouse	$2,182		$2,640		$2,223		$652,500	15.8%
Seattle, WA	April 2021	All Residential	$2,246		$2,886		$2,430		$715,000	18.7%
Seattle, WA	April 2021	Condo/Co-op	$2,246		$1,715		$1,444		$425,000	6.3%
Seattle, WA	April 2021	Multi-Family (2-4 Unit)	$2,246		$3,386		$2,852		$839,000	19.6%
Seattle, WA	April 2021	Single Family Residential	$2,246		$3,229		$2,719		$800,000	23.1%
Seattle, WA	April 2021	Townhouse	$2,246		$2,696		$2,270		$668,000	16.6%
Seattle, WA	May 2021	All Residential	$2,348		$2,937		$2,473		$737,000	27.1%
Seattle, WA	May 2021	Condo/Co-op	$2,348		$1,733		$1,460		$435,000	8.7%
Seattle, WA	May 2021	Multi-Family (2-4 Unit)	$2,348		$3,347		$2,819		$840,000	25.4%
Seattle, WA	May 2021	Single Family Residential	$2,348		$3,287		$2,768		$825,000	34.4%
Seattle, WA	May 2021	Townhouse	$2,348		$2,690		$2,265		$675,000	17.4%
Seattle, WA	June 2021	All Residential	$2,485		$2,956		$2,490		$740,000	21.3%
Seattle, WA	June 2021	Condo/Co-op	$2,485		$1,752		$1,475		$438,500	10.8%
Seattle, WA	June 2021	Multi-Family (2-4 Unit)	$2,485		$3,281		$2,763		$821,250	13.4%
Seattle, WA	June 2021	Single Family Residential	$2,485		$3,300		$2,779		$826,000	27.1%
Seattle, WA	June 2021	Townhouse	$2,485		$2,697		$2,271		$675,000	16.4%
Seattle, WA	July 2021	All Residential	$2,589		$2,935		$2,471		$745,000	20.2%
Seattle, WA	July 2021	Condo/Co-op	$2,589		$1,694		$1,426		$430,000	3.6%
Seattle, WA	July 2021	Multi-Family (2-4 Unit)	$2,589		$3,269		$2,753		$830,000	7.9%
Seattle, WA	July 2021	Single Family Residential	$2,589		$3,242		$2,730		$822,963	24.1%
Seattle, WA	July 2021	Townhouse	$2,589		$2,698		$2,272		$684,995	17.1%
Seattle, WA	August 2021	All Residential	$2,675		$2,845		$2,396		$725,000	16.0%
Seattle, WA	August 2021	Condo/Co-op	$2,675		$1,707		$1,437		$435,000	9.6%
Seattle, WA	August 2021	Multi-Family (2-4 Unit)	$2,675		$3,394		$2,858		$865,000	17.3%
Seattle, WA	August 2021	Single Family Residential	$2,675		$3,139		$2,643		$800,000	18.5%
Seattle, WA	August 2021	Townhouse	$2,675		$2,609		$2,197		$665,000	12.0%
Seattle, WA	September 2021	All Residential	$2,865		$2,807		$2,364		$710,000	11.8%
Seattle, WA	September 2021	Condo/Co-op	$2,865		$1,740		$1,465		$440,000	6.8%
Seattle, WA	September 2021	Multi-Family (2-4 Unit)	$2,865		$3,361		$2,830		$850,000	9.7%
Seattle, WA	September 2021	Single Family Residential	$2,865		$3,064		$2,581		$775,000	14.2%
Seattle, WA	September 2021	Townhouse	$2,865		$2,610		$2,198		$660,000	12.0%
Seattle, WA	October 2021	All Residential	$3,012		$2,930		$2,467		$725,000	14.8%
Seattle, WA	October 2021	Condo/Co-op	$3,012		$1,778		$1,497		$440,000	8.6%
Seattle, WA	October 2021	Multi-Family (2-4 Unit)	$3,012		$3,758		$3,165		$930,000	33.6%
Seattle, WA	October 2021	Single Family Residential	$3,012		$3,233		$2,722		$799,950	18.0%
Seattle, WA	October 2021	Townhouse	$3,012		$2,647		$2,229		$654,950	11.0%
Seattle, WA	November 2021	All Residential	$2,844		$2,889		$2,433		$715,000	13.9%
Seattle, WA	November 2021	Condo/Co-op	$2,844		$1,724		$1,451		$426,500	9.5%
Seattle, WA	November 2021	Multi-Family (2-4 Unit)	$2,844		$3,758		$3,165		$930,000	26.5%
Seattle, WA	November 2021	Single Family Residential	$2,844		$3,172		$2,671		$784,950	17.2%
Seattle, WA	November 2021	Townhouse	$2,844		$2,627		$2,212		$650,000	9.3%
Seattle, WA	December 2021	All Residential	$2,724		$2,961		$2,494		$729,950	17.7%
Seattle, WA	December 2021	Condo/Co-op	$2,724		$1,785		$1,503		$440,000	20.5%
Seattle, WA	December 2021	Multi-Family (2-4 Unit)	$2,724		$3,854		$3,245		$950,000	21.8%
Seattle, WA	December 2021	Single Family Residential	$2,724		$3,245		$2,733		$799,990	18.5%
Seattle, WA	December 2021	Townhouse	$2,724		$2,839		$2,391		$699,950	19.4%
Seattle, WA	January 2022	All Residential	$2,774		$3,010		$2,535		$710,000	14.3%
Seattle, WA	January 2022	Condo/Co-op	$2,774		$1,802		$1,517		$425,000	14.9%
Seattle, WA	January 2022	Multi-Family (2-4 Unit)	$2,774		$4,388		$3,695		$1,034,975	58.4%
Seattle, WA	January 2022	Single Family Residential	$2,774		$3,349		$2,820		$789,950	16.2%
Seattle, WA	January 2022	Townhouse	$2,774		$2,921		$2,459		$688,890	10.8%
Seattle, WA	February 2022	All Residential	$2,762	28.6%	$3,304	30.0%	$2,782	30.0%	$750,000	15.4%
Seattle, WA	February 2022	Condo/Co-op	$2,762	28.6%	$2,141	36.9%	$1,803	36.9%	$486,000	21.5%
Seattle, WA	February 2022	Multi-Family (2-4 Unit)	$2,762	28.6%	$4,185	33.8%	$3,524	33.8%	$950,000	18.8%
Seattle, WA	February 2022	Single Family Residential	$2,762	28.6%	$3,766	32.2%	$3,171	32.2%	$854,845	17.3%
Seattle, WA	February 2022	Townhouse	$2,762	28.6%	$3,141	27.6%	$2,645	27.6%	$713,000	13.2%
Seattle, WA	March 2022	All Residential	$2,813	28.9%	$3,796	34.2%	$3,196	34.2%	$820,000	17.3%
Seattle, WA	March 2022	Condo/Co-op	$2,813	28.9%	$2,291	35.8%	$1,930	35.8%	$495,000	18.7%
Seattle, WA	March 2022	Multi-Family (2-4 Unit)	$2,813	28.9%	$4,860	38.9%	$4,093	38.9%	$1,050,000	21.4%
Seattle, WA	March 2022	Single Family Residential	$2,813	28.9%	$4,245	35.4%	$3,575	35.4%	$917,000	18.3%
Seattle, WA	March 2022	Townhouse	$2,813	28.9%	$3,604	36.5%	$3,035	36.5%	$778,475	19.3%
Seattle, WA	April 2022	All Residential	$2,933	30.6%	$4,325	49.9%	$3,642	49.9%	$850,000	18.9%
Seattle, WA	April 2022	Condo/Co-op	$2,933	30.6%	$2,435	41.9%	$2,050	41.9%	$478,500	12.6%
Seattle, WA	April 2022	Multi-Family (2-4 Unit)	$2,933	30.6%	$4,559	34.6%	$3,839	34.6%	$896,000	6.8%
Seattle, WA	April 2022	Single Family Residential	$2,933	30.6%	$4,834	49.7%	$4,071	49.7%	$950,000	18.8%
Seattle, WA	April 2022	Townhouse	$2,933	30.6%	$4,063	50.7%	$3,421	50.7%	$798,500	19.5%
Seattle, WA	May 2022	All Residential	$3,097	31.9%	$4,449	51.5%	$3,747	51.5%	$850,000	15.3%
Seattle, WA	May 2022	Condo/Co-op	$3,097	31.9%	$2,669	54.0%	$2,248	54.0%	$510,000	17.2%
Seattle, WA	May 2022	Multi-Family (2-4 Unit)	$3,097	31.9%	$5,260	57.2%	$4,430	57.2%	$1,005,000	19.6%
Seattle, WA	May 2022	Single Family Residential	$3,097	31.9%	$4,972	51.3%	$4,187	51.3%	$950,000	15.2%
Seattle, WA	May 2022	Townhouse	$3,097	31.9%	$4,082	51.8%	$3,437	51.8%	$779,880	15.5%
Seattle, WA	June 2022	All Residential	$3,293	32.5%	$4,412	49.2%	$3,715	49.2%	$816,077	10.3%
Seattle, WA	June 2022	Condo/Co-op	$3,293	32.5%	$2,487	42.0%	$2,094	42.0%	$460,000	4.9%
Seattle, WA	June 2022	Multi-Family (2-4 Unit)	$3,293	32.5%	$4,946	50.8%	$4,165	50.8%	$915,000	11.4%
Seattle, WA	June 2022	Single Family Residential	$3,293	32.5%	$4,865	47.4%	$4,097	47.4%	$900,000	9.0%
Seattle, WA	June 2022	Townhouse	$3,293	32.5%	$4,111	52.5%	$3,462	52.5%	$760,500	12.7%
St. Louis, MO	February 2021	All Residential	$1,439		$782		$658		$200,000	17.6%
St. Louis, MO	February 2021	Condo/Co-op	$1,439		$607		$511		$155,250	13.3%
St. Louis, MO	February 2021	Multi-Family (2-4 Unit)	$1,439		$567		$477		$145,000	52.5%
St. Louis, MO	February 2021	Single Family Residential	$1,439		$819		$690		$209,650	19.1%
St. Louis, MO	March 2021	All Residential	$1,445		$850		$716		$210,000	11.1%
St. Louis, MO	March 2021	Condo/Co-op	$1,445		$656		$552		$162,000	5.9%
St. Louis, MO	March 2021	Multi-Family (2-4 Unit)	$1,445		$613		$516		$151,500	20.7%
St. Louis, MO	March 2021	Single Family Residential	$1,445		$874		$736		$216,000	10.8%
St. Louis, MO	April 2021	All Residential	$1,473		$866		$729		$214,450	8.9%
St. Louis, MO	April 2021	Condo/Co-op	$1,473		$657		$553		$162,680	7.0%
St. Louis, MO	April 2021	Multi-Family (2-4 Unit)	$1,473		$666		$561		$164,950	6.6%
St. Louis, MO	April 2021	Single Family Residential	$1,473		$868		$731		$215,000	4.9%
St. Louis, MO	May 2021	All Residential	$1,497		$909		$765		$228,000	14.6%
St. Louis, MO	May 2021	Condo/Co-op	$1,497		$757		$638		$190,000	22.6%
St. Louis, MO	May 2021	Multi-Family (2-4 Unit)	$1,497		$797		$671		$200,000	21.2%
St. Louis, MO	May 2021	Single Family Residential	$1,497		$916		$772		$230,000	13.0%
St. Louis, MO	May 2021	Townhouse	$1,497		$940		$792		$236,000	136.2%
St. Louis, MO	June 2021	All Residential	$1,472		$941		$792		$235,500	12.2%
St. Louis, MO	June 2021	Condo/Co-op	$1,472		$579		$488		$145,000	-12.1%
St. Louis, MO	June 2021	Multi-Family (2-4 Unit)	$1,472		$727		$612		$182,000	21.3%
St. Louis, MO	June 2021	Single Family Residential	$1,472		$955		$804		$239,000	10.6%
St. Louis, MO	July 2021	All Residential	$1,489		$926		$779		$235,000	9.3%
St. Louis, MO	July 2021	Condo/Co-op	$1,489		$664		$559		$168,538	1.5%
St. Louis, MO	July 2021	Multi-Family (2-4 Unit)	$1,489		$748		$630		$190,000	53.2%
St. Louis, MO	July 2021	Single Family Residential	$1,489		$926		$779		$235,000	5.1%
St. Louis, MO	July 2021	Townhouse	$1,489		$1,097		$924		$278,625	
St. Louis, MO	August 2021	All Residential	$1,515		$902		$760		$230,000	6.8%
St. Louis, MO	August 2021	Condo/Co-op	$1,515		$597		$503		$152,250	-7.2%
St. Louis, MO	August 2021	Multi-Family (2-4 Unit)	$1,515		$657		$553		$167,500	-10.7%
St. Louis, MO	August 2021	Single Family Residential	$1,515		$906		$763		$231,000	3.2%
St. Louis, MO	September 2021	All Residential	$1,507		$909		$766		$230,000	8.0%
St. Louis, MO	September 2021	Condo/Co-op	$1,507		$734		$618		$185,500	15.6%
St. Louis, MO	September 2021	Multi-Family (2-4 Unit)	$1,507		$712		$599		$180,000	18.5%
St. Louis, MO	September 2021	Single Family Residential	$1,507		$915		$771		$231,500	4.3%
St. Louis, MO	September 2021	Townhouse	$1,507		$447		$376		$113,000	
St. Louis, MO	October 2021	All Residential	$1,447		$881		$742		$218,000	3.8%
St. Louis, MO	October 2021	Condo/Co-op	$1,447		$678		$571		$167,750	5.6%
St. Louis, MO	October 2021	Multi-Family (2-4 Unit)	$1,447		$709		$597		$175,400	29.9%
St. Louis, MO	October 2021	Single Family Residential	$1,447		$909		$766		$225,000	2.7%
St. Louis, MO	November 2021	All Residential	$1,443		$905		$762		$224,001	8.2%
St. Louis, MO	November 2021	Condo/Co-op	$1,443		$670		$564		$165,750	5.3%
St. Louis, MO	November 2021	Multi-Family (2-4 Unit)	$1,443		$707		$596		$175,000	2.3%
St. Louis, MO	November 2021	Single Family Residential	$1,443		$929		$783		$230,000	7.0%
St. Louis, MO	December 2021	All Residential	$1,448		$892		$752		$220,000	7.3%
St. Louis, MO	December 2021	Condo/Co-op	$1,448		$710		$598		$175,000	6.1%
St. Louis, MO	December 2021	Multi-Family (2-4 Unit)	$1,448		$710		$598		$175,000	8.0%
St. Louis, MO	December 2021	Single Family Residential	$1,448		$921		$775		$227,000	7.1%
St. Louis, MO	January 2022	All Residential	$1,499		$911		$768		$215,000	7.9%
St. Louis, MO	January 2022	Condo/Co-op	$1,499		$742		$625		$175,000	17.4%
St. Louis, MO	January 2022	Multi-Family (2-4 Unit)	$1,499		$683		$575		$161,000	0.6%
St. Louis, MO	January 2022	Single Family Residential	$1,499		$933		$785		$220,000	7.3%
St. Louis, MO	February 2022	All Residential	$1,486	3.3%	$947	21.2%	$798	21.2%	$215,000	7.5%
St. Louis, MO	February 2022	Condo/Co-op	$1,486	3.3%	$793	30.7%	$668	30.7%	$180,050	16.0%
St. Louis, MO	February 2022	Multi-Family (2-4 Unit)	$1,486	3.3%	$672	18.5%	$566	18.5%	$152,450	5.1%
St. Louis, MO	February 2022	Single Family Residential	$1,486	3.3%	$991	21.0%	$835	21.0%	$225,000	7.3%
St. Louis, MO	March 2022	All Residential	$1,485	2.8%	$1,040	22.4%	$875	22.4%	$224,594	6.9%
St. Louis, MO	March 2022	Condo/Co-op	$1,485	2.8%	$833	27.1%	$702	27.1%	$180,000	11.1%
St. Louis, MO	March 2022	Multi-Family (2-4 Unit)	$1,485	2.8%	$847	38.2%	$713	38.2%	$183,000	20.8%
St. Louis, MO	March 2022	Single Family Residential	$1,485	2.8%	$1,070	22.5%	$901	22.5%	$231,250	7.1%
St. Louis, MO	April 2022	All Residential	$1,566	6.3%	$1,175	35.7%	$989	35.7%	$230,850	7.6%
St. Louis, MO	April 2022	Condo/Co-op	$1,566	6.3%	$992	51.1%	$836	51.1%	$195,000	19.9%
St. Louis, MO	April 2022	Multi-Family (2-4 Unit)	$1,566	6.3%	$1,069	60.5%	$900	60.5%	$210,000	27.3%
St. Louis, MO	April 2022	Single Family Residential	$1,566	6.3%	$1,216	40.1%	$1,024	40.1%	$239,000	11.2%
St. Louis, MO	May 2022	All Residential	$1,561	4.3%	$1,300	43.1%	$1,095	43.1%	$248,426	9.0%
St. Louis, MO	May 2022	Condo/Co-op	$1,561	4.3%	$1,047	38.3%	$882	38.3%	$200,000	5.3%
St. Louis, MO	May 2022	Multi-Family (2-4 Unit)	$1,561	4.3%	$1,099	37.9%	$926	37.9%	$210,000	5.0%
St. Louis, MO	May 2022	Single Family Residential	$1,561	4.3%	$1,324	44.5%	$1,115	44.5%	$253,000	10.0%
St. Louis, MO	June 2022	All Residential	$1,553	5.5%	$1,433	52.3%	$1,206	52.3%	$265,000	12.5%
St. Louis, MO	June 2022	Condo/Co-op	$1,553	5.5%	$1,070	84.8%	$901	84.8%	$198,000	36.6%
St. Louis, MO	June 2022	Multi-Family (2-4 Unit)	$1,553	5.5%	$1,000	37.5%	$842	37.5%	$185,000	1.6%
St. Louis, MO	June 2022	Single Family Residential	$1,553	5.5%	$1,487	55.7%	$1,252	55.7%	$275,000	15.1%
St. Louis, MO	June 2022	Townhouse	$1,553		$914		$769		$169,000	
Tampa, FL	February 2021	All Residential	$1,680		$1,075		$905		$275,000	16.5%
Tampa, FL	February 2021	Condo/Co-op	$1,680		$645		$543		$165,000	11.6%
Tampa, FL	February 2021	Multi-Family (2-4 Unit)	$1,680		$1,085		$913		$277,500	11.2%
Tampa, FL	February 2021	Single Family Residential	$1,680		$1,141		$961		$292,000	16.8%
Tampa, FL	February 2021	Townhouse	$1,680		$965		$813		$246,990	15.6%
Tampa, FL	March 2021	All Residential	$1,701		$1,139		$959		$281,585	16.4%
Tampa, FL	March 2021	Condo/Co-op	$1,701		$736		$620		$182,000	17.4%
Tampa, FL	March 2021	Multi-Family (2-4 Unit)	$1,701		$1,141		$961		$282,000	2.7%
Tampa, FL	March 2021	Single Family Residential	$1,701		$1,214		$1,022		$300,000	18.1%
